# ----------------------------------------
# data.gov.uk
# Directory page views-Free-form 1
# 20250802-20260802
# ----------------------------------------

Page title,Page location,Views
postcode to output area to lower layer super output area to middle layer super output area to local authority district (december 2011) lookup in england and wales - data.gov.uk,https://www.data.gov.uk/dataset/e428c474-2e09-4ec0-aa37-a58364c8ccce/postcode-to-output-area-to-lower-layer-super-output-area-to-middle-layer-super-output-area-to-l4,1
postcode to output area to lower layer super output area to middle layer super output area to local authority district (december 2011) lookup in england and wales - national data library,https://www.data.gov.uk/dataset/e428c474-2e09-4ec0-aa37-a58364c8ccce/postcode-to-output-area-to-lower-layer-super-output-area-to-middle-layer-super-output-area-to-l4,1
postcode to postcode sector to postcode district to postcode area (march 2021) lookup in ew - national data library,https://www.data.gov.uk/dataset/0348d1e0-79f4-4df7-bbee-762f1932ad91/postcode-to-postcode-sector-to-postcode-district-to-postcode-area-march-2021-lookup-in-ew,1
postcode unit point - great britain - national data library,https://www.data.gov.uk/dataset/8d955c72-df65-4b81-b3fb-1a3e89ef3844/postcode-unit-point-great-britain,1
postcode unit point - northern ireland - national data library,https://www.data.gov.uk/dataset/32de5c13-eed4-4b2d-bdb8-e23aa6915d5c/postcode-unit-point-northern-ireland,1
postcode units grid references - scotland - data.gov.uk,https://www.data.gov.uk/dataset/f2[date]05-4349-b29f-1a5d6323137f/postcode-units-grid-references-scotland,1
potassium in the earth’s core (nerc grant ne/r000425/1) - data.gov.uk,https://www.data.gov.uk/dataset/7fbf1e81-cf2a-4d22-89d4-c406e6096d64/potassium-in-the-earths-core-nerc-grant-ne-r000425-1,1
potato cyst nematode survey - ware exports 2014 - data.gov.uk,https://www.data.gov.uk/dataset/d997a83a-33df-4111-aed7-0646142a70df/potato-cyst-nematode-survey-ware-exports-2014,1
potato cyst nematode ware survey 2011 - national data library,https://www.data.gov.uk/dataset/77a48941-3c76-445e-8330-578f87955a58/potato-cyst-nematode-ware-survey-2011,1
potato cyst nematode ware survey 2014 - data.gov.uk,https://www.data.gov.uk/dataset/42010f67-e569-41fa-b21b-a0e1b0e5bf60/potato-cyst-nematode-ware-survey-2014,1
potential evapotranspiration derived from haduk-grid 1km gridded climate observations [date] (hydro-pe haduk-grid) - data.gov.uk,https://www.data.gov.uk/dataset/b4ac306c-b96d-4b83-a3a4-8a7cc97a7279/potential-evapotranspiration-derived-from-haduk-grid-1km-gridded-climate-observations-[date],1
potential evapotranspiration derived from haduk-grid gridded climate observations [date] (hydro-pe haduk-grid) - data.gov.uk,https://www.data.gov.uk/dataset/3cc46f1a-dde2-474f-8c50-6ae140162f3e/potential-evapotranspiration-derived-from-haduk-grid-gridded-climate-observations-[date]-hyd,1
potential evapotranspiration derived from the uk climate projections 2018 regional climate model ensemble [date] (hydro-pe ukcp18 rcm) - data.gov.uk,https://www.data.gov.uk/dataset/cbe0d5fb-c513-4793-827f-e4bf192eb54e/potential-evapotranspiration-derived-from-the-uk-climate-projections-2018-regional-climate-mode,1
potential sites of hydropower opportunity - national data library,https://www.data.gov.uk/dataset/cda61957-f48b-4b75-b855-a[date]ed1/potential-sites-of-hydropower-opportunity1,1
potentially toxic phytoplankton counts from water samples collected from shellfish growing areas in jersey from 2004 to 2019 - data.gov.uk,https://www.data.gov.uk/dataset/16714d16-f35a-4db5-8b90-dbd1ea8f5c66/potentially-toxic-phytoplankton-counts-from-water-samples-collected-from-shellfish-growing-2019,1
pothole action fund repairs - data.gov.uk,https://www.data.gov.uk/dataset/a4c2be49-[date]-9f3f-d6ddbb4fb4ee/pothole-action-fund-repairs,1
pothole claims - national data library,https://www.data.gov.uk/dataset/07b933c8-dfb2-[date]-16e3964e18f9/pothole-claims,1
pothole enquiries - national data library,https://www.data.gov.uk/dataset/4551d515-[date]-874a-6bd986d961ad/pothole-enquiries,1
poultry and poultry meat statistics notice - national data library,https://www.data.gov.uk/dataset/de4de2cf-aecf-4daa-afdb-569d79524b75/poultry_and_poultry_meat_statistics_notice,1
poultry export certificate users group - national data library,https://www.data.gov.uk/dataset/2832f869-58f7-49c0-b541-01065e450aaa/poultry-export-certificate-users-group,1
pr24 water industry national environment programme - data.gov.uk,https://www.data.gov.uk/dataset/cf9b80c2-cae9-4ed1-88ce-890940be379a/pr24-water-industry-national-environment-programme?utm_source=chatgpt.com,1
pre test data - national data library,https://www.data.gov.uk/dataset/1e47c103-b788-415e-b2cf-778d98585c05/pre-test-data,1
precipitation forecast map layer - national data library,https://www.data.gov.uk/dataset/c9d85fd7-01a6-4c8f-ace8-67b825fdcce8/precipitation-forecast-map-layer,1
precipitation rate layer - data.gov.uk,https://www.data.gov.uk/dataset/96a207e3-5b41-406b-bfe9-28ce67eaac3c/precipitation-rate-layer,1
predictive diagnostics for onions - data.gov.uk,https://www.data.gov.uk/dataset/37253d5b-12e9-4c95-b3eb-9809ffc1bbaa/predictive-diagnostics-for-onions,1
preliminary flood risk assessment map (cycle 2) – humber river basin district - national data library,https://www.data.gov.uk/dataset/5b9f7ce4-0547-4b3f-b902-4aec3d66ab72/preliminary-flood-risk-assessment-map-cycle-2-humber-river-basin-district,1
preliminary flood risk assessment map (cycle 2) – severn river basin district - national data library,https://www.data.gov.uk/dataset/bd658274-3e2f-4f25-b3d6-9f5c949ef1d7/preliminary-flood-risk-assessment-map-cycle-2-severn-river-basin-district,1
preliminary flood risk assessment map (cycle 2) – south west river basin district - national data library,https://www.data.gov.uk/dataset/c5209a76-36d6-4cb3-a29b-83febcd0c3d9/preliminary-flood-risk-assessment-map-cycle-2-south-west-river-basin-district,1
premier archaeology landscapes (pals) - national data library,https://www.data.gov.uk/dataset/0c022ec8-da85-40ae-b7d2-700ce8bf7717/premier-archaeology-landcapes,1
premises and land ownership in oxford city council administrative area - data.gov.uk,https://www.data.gov.uk/dataset/32a19aa5-6731-49c1-a4b4-12a524a1c04c/premises-and-land-ownership-in-oxford-city-council-administrative-area,1
premises and land ownership in oxford city council administrative area - national data library,https://www.data.gov.uk/dataset/32a19aa5-6731-49c1-a4b4-12a524a1c04c/premises-and-land-ownership-in-oxford-city-council-administrative-area,1
premises licences - data.gov.uk,https://www.data.gov.uk/dataset/cff7caf4-c476-448d-868b-0d54f3e60360/premises-licences2,1
premises licences - data.gov.uk,https://www.data.gov.uk/dataset/d76ce4ab-f134-436f-909e-8a673f4e0e02/premises-licences-sbc,1
premises licences - national data library,https://www.data.gov.uk/dataset/cff7caf4-c476-448d-868b-0d54f3e60360/premises-licences2,1
premises licences carlisle city council - data.gov.uk,https://www.data.gov.uk/dataset/d1d9bace-13bc-47a9-b3a6-4a8c262a6382/premises-licences-carlisle-city-council,1
premises map - data.gov.uk,https://www.data.gov.uk/dataset/05da0f59-83f7-415f-9776-129d6355392b/premises-map,1
premises map - data.gov.uk,https://www.data.gov.uk/dataset/536fa542-24f2-42f1-b4f8-5965ef403153/premises-map-cbc,1
prescribed person - national data library,https://www.data.gov.uk/dataset/94e7d0e6-334f-4015-8d46-3a062cc6d455/prescribed-person,1
"prescribing by dentists, england - data.gov.uk",https://www.data.gov.uk/dataset/5594239c-87c1-43b9-adc2-a8d850e26e59/prescribing-by-dentists-england,1
"prescribing data in primary care, england - data.gov.uk",https://www.data.gov.uk/dataset/928a19f1-a787-[date]-c1e4db604c42/prescribing-data-primary-care-england-nhsbsa,1
prescribing statistics - data.gov.uk,https://www.data.gov.uk/dataset/9db1221c-5d00-493e-afbd-fa648191f27b/prescribing_statistics,1
prescriptions dispensed in the community - data.gov.uk,https://www.data.gov.uk/dataset/d1540795-bccc-4c2f-8e9d-b41a501d85c2/prescriptions-dispensed-in-the-community,1
presentation of the gender pay gap - data.gov.uk,https://www.data.gov.uk/dataset/83e0dacf-55ae-4757-8c3e-089ed9238e51/presentation_of_the_gender_pay_gap,1
preservation and recording of archaeological remains (ee2) - data.gov.uk,https://www.data.gov.uk/dataset/[date]-0e79-47f2-9451-e27b97fe8a91/preservation-and-recording-of-archaeological-remains-be16,1
pressure effect on anelasticity of pyrope. (nerc grant ne/k002902/1) - national data library,https://www.data.gov.uk/dataset/f94f9210-7ffa-4f3b-bf29-fd4c32a93e3a/pressure-effect-on-anelasticity-of-pyrope-nerc-grant-ne-k002902-1,1
preston brownfield land - national data library,https://www.data.gov.uk/dataset/2984bdfb-4965-4cbf-abeb-7c92a38b804e/preston-brownfield-land,1
"prevalence of childhood obesity, borough, ward and msoa - data.gov.uk",https://www.data.gov.uk/dataset/eafaeb38-7960-43b6-b380-51ac245625ae/prevalence-of-childhood-obesity-borough-ward-and-msoa?utm_source=chatgpt.com,1
price and volume inventory - national data library,https://www.data.gov.uk/dataset/06969cee-4c0b-43fa-82b8-f375af4b6a3e/price_and_volume_inventory,1
price paid data: 2011 - data.gov.uk,https://www.data.gov.uk/dataset/314f77b3-e702-4545-8bcb-9ef8262ea0fd/archived-price-paid-information-residential-property-[date]/datafile/cf312843-3fdd-411f-82e5-addb7d0c000b/preview?utm_source=chatgpt.com,1
pricing trends for communications services - data.gov.uk,https://www.data.gov.uk/dataset/f1425d4d-61f4-4596-a06a-8ff2522d8a46/pricing-trends-for-communications-services,1
primary authority inspection plans - data.gov.uk,https://www.data.gov.uk/dataset/f65083d6-9445-465c-bd83-fbdf037dda33/primary-authority-inspection-plans,1
primary authority inspection plans - national data library,https://www.data.gov.uk/dataset/f65083d6-9445-465c-bd83-fbdf037dda33/primary-authority-inspection-plans,1
primary care trust prescribing data - data.gov.uk,https://www.data.gov.uk/dataset/8e17c349-afbe-4891-84f0-e6d1929bf5da/primary_care_trust_prescribing_data,1
primary school catchment areas - data.gov.uk,https://www.data.gov.uk/dataset/562be676-229b-41ca-818f-[date]5cee/primary-school-catchment-areas1,1
primary school catchment areas - national data library,https://www.data.gov.uk/dataset/562be676-229b-41ca-818f-[date]5cee/primary-school-catchment-areas1,1
primary school catchment areas - national data library,https://www.data.gov.uk/dataset/a1d462d6-b7a5-4a5a-aed4-059a2eddba34/primary-school-catchment-areas3,1
primary school catchments - data.gov.uk,https://www.data.gov.uk/dataset/190a36e7-0343-4f48-930f-d0821c390ba8/primary-school-catchments,1
primary school catchments - data.gov.uk,https://www.data.gov.uk/dataset/76f27bbe-5aae-43cc-aa90-fda9b4dd4b31/primary-school-catchments2,1
primary school delineated areas - angus - data.gov.uk,https://www.data.gov.uk/dataset/e72a815e-0f6e-405a-84d9-ec8c88a56825/primary-school-delineated-areas-angus,1
"primary school places, schools oversubscribed and %s of preferences met - data.gov.uk",https://www.data.gov.uk/dataset/d3b6b18a-2e27-4272-a589-7c40f7d335e1/primary-school-places-schools-oversubscribed-and-s-of-preferences-met-pcc,1
primary schools - data.gov.uk,https://www.data.gov.uk/dataset/780d8977-5bfd-49d0-ae51-51e9960ffc06/primary-schools1,1
primary schools oversubscribed and last child in - data.gov.uk,https://www.data.gov.uk/dataset/bec56f94-81ed-48fe-9b97-7c27b433c5f0/primary-schools-oversubscribed-and-last-child-in-pcc,1
primary schools oversubscribed and last child in - national data library,https://www.data.gov.uk/dataset/bec56f94-81ed-48fe-9b97-7c27b433c5f0/primary-schools-oversubscribed-and-last-child-in-pcc,1
primary schools' location - data.gov.uk,https://www.data.gov.uk/dataset/60becc7d-f852-4bd1-b1c2-00334d274721/primary-schools-location,1
primary schools' location - data.gov.uk,https://www.data.gov.uk/dataset/60becc7d-f852-4bd1-b1c2-00334d274721/primary-schools-location?utm_source=chatgpt.com,1
primary shopping area - national data library,https://www.data.gov.uk/dataset/afd30f58-2e95-45b1-a3e5-2e2f73653c1e/primary-shopping-area,1
primary shopping frontage policy s5 - national data library,https://www.data.gov.uk/dataset/6d06cf5f-af81-49ba-9be0-bfccc7d131b3/primary-shopping-frontage-policy-s5,1
prime agricultural land - data.gov.uk,https://www.data.gov.uk/dataset/15df2953-7ae3-40b6-a76f-c3a068e034db/prime-agricultural-land?utm_source=chatgpt.com,1
prime geological data - deep mine coal - data.gov.uk,https://www.data.gov.uk/dataset/adf48ae5-db28-43e3-8b47-15abf3abda21/prime-geological-data-deep-mine-coal,1
principal urban areas - data.gov.uk,https://www.data.gov.uk/dataset/32206a32-0c3e-4ce6-8e97-4054299ffbad/principal-urban-areas,1
priority 1 gritting routes - national data library,https://www.data.gov.uk/dataset/ebac[date]-4df8-a7dc-71516e42ae71/priority-1-gritting-routes5,1
priority ecological networks - data.gov.uk,https://www.data.gov.uk/dataset/a2a31743-30c0-4d2c-97e4-b370a7afc253/priority-ecological-networks,1
priority employment - national data library,https://www.data.gov.uk/dataset/702f831a-2ce6-4deb-87f2-609c688215be/priority-employment,1
priority habitat creation and restoration - data.gov.uk,https://www.data.gov.uk/dataset/e0[date]68-4ff7-a644-df9aeb27bb0b/priority-habitat-creation-and-restoration,1
priority habitats - grassland - national data library,https://www.data.gov.uk/dataset/c45c33de-e8d4-453f-[date]cc0a0141/priority-habitats-grassland2,1
priority habitats - heathland - data.gov.uk,https://www.data.gov.uk/dataset/5408f2a7-0112-4ba1-a41b-942382cabd8c/priority-habitats-heathland2,1
priority habitats - heathland - data.gov.uk,https://www.data.gov.uk/dataset/99b9a0fc-c52b-40ec-9b0c-689ef4267b09/priority-habitats-heathland1,1
priority habitats - peatland - data.gov.uk,https://www.data.gov.uk/dataset/f32fc761-a9f7-4339-b517-e314df6d17fd/priority-habitats-peatland?utm_source=chatgpt.com,1
priority habitats - woodland - national data library,https://www.data.gov.uk/dataset/e57330ae-9d63-4f75-9755-5b4f4e8b2974/priority-habitats-woodland,1
priority habitats - woodland - national data library,https://www.data.gov.uk/dataset/fda1a91c-b557-431c-b7a0-4d0918f83825/priority-habitats-woodland2,1
priority places for england: original - data.gov.uk,https://www.data.gov.uk/dataset/5d1e5c8d-64be-4234-b642-1909d7be879d/priority-places-for-england-original,1
priority places for england: original - national data library,https://www.data.gov.uk/dataset/5d1e5c8d-64be-4234-b642-1909d7be879d/priority-places-for-england-original,1
priority river habitat - rivers - national data library,https://www.data.gov.uk/dataset/20019cdb-9fef-4024-81af-daf1d1b74762/priority-river-habitat-rivers?utm_source=chatgpt.com,1
prison population and accommodation weekly bulletin - national data library,https://www.data.gov.uk/dataset/e45676f0-[date]-96d9-8a02c4f3e897/prison_population_and_accommodation_weekly_bulletin,1
prison population projections - national data library,https://www.data.gov.uk/dataset/1501563f-2ac6-47e9-b007-79ad0dfb2f66/prison_population_projections,1
"prison population projections, england and wales - national data library",https://www.data.gov.uk/dataset/e10c6859-8a3d-4410-adba-806bb54dc1a7/prison_population_projections_england_and_wales,1
"prison statistics, scotland - data.gov.uk",https://www.data.gov.uk/dataset/fe3fdafc-18d7-4990-b592-1234c6f289f9/prison_statistics_scotland,1
privacy impact assessments register - data.gov.uk,https://www.data.gov.uk/dataset/4f8d6861-a375-4b6d-b78d-8408820d1819/privacy-impact-assessments-register,1
private bill witness dataset - national data library,https://www.data.gov.uk/dataset/d87e4e70-5231-4cb8-b0c4-6f57a41c1eeb/private-bill-witness-dataset,1
private controlled drug prescribers - data.gov.uk,https://www.data.gov.uk/dataset/3611e2b1-e7f1-4f16-a42b-e98122f89856/private-controlled-drug-prescribers,1
private fostering (dcsf) - data.gov.uk,https://www.data.gov.uk/dataset/d787b39f-[date]-949a-f87d[date]/private-fostering-england-2009,1
private fostering arrangements in england - data.gov.uk,https://www.data.gov.uk/dataset/d67ef595-b352-47ed-ac59-f1a11b92dfc8/private_fostering_arrangements_in_england,1
private hire drivers and vehicles registered to each licensed operator - data.gov.uk,https://www.data.gov.uk/dataset/b17a59a2-09a2-448a-9dca-4bd6057fdcfb/private-hire-drivers-and-vehicles-registered-to-each-licensed-operator,1
private landlord survey - data.gov.uk,https://www.data.gov.uk/dataset/dc29e73d-4e6b-470d-a1c8-2f2b55c5f373/private_landlord_survey,1
private non-financial corporations sector report - data.gov.uk,https://www.data.gov.uk/dataset/1bd30e32-8a64-4567-ac94-c5ff296cc400/private_non-financial_corporations_sector_report,1
private registered provider housing in our area - data.gov.uk,https://www.data.gov.uk/dataset/eddf387a-2de7-4cc6-bf64-e2f2cedea5dc/private-registered-provider-housing-in-our-area1,1
private registered provider social housing stock in england: statistical data return - national data library,https://www.data.gov.uk/dataset/f67b4216-e4e0-4649-ae7e-fa79277c1b11/private_registered_provider_social_housing_stock_in_england-statistical_data_return,1
private rents (average) - all (£) - data.gov.uk,https://www.data.gov.uk/dataset/4f221a12-c68d-45e5-b891-dcc9ea53effd/kpi-cjge178,1
private water supplies - national data library,https://www.data.gov.uk/dataset/30bf6463-68c2-423f-9079-42cfc8eaa399/private-water-supplies1,1
private water supply - clackmannanshire - national data library,https://www.data.gov.uk/dataset/07fee409-1aee-4b44-ade1-812f62527f50/private-water-supply-clackmannanshire,1
private water supply - pws abstraction points - south ayrshire - data.gov.uk,https://www.data.gov.uk/dataset/609d5a95-4f4b-464f-bf55-5588e0f11880/private-water-supply-pws-abstraction-points-south-ayrshire,1
privately owned public spaces - national data library,https://www.data.gov.uk/dataset/c623db9d-2b44-47e3-838c-ba13e11fb3e7/privately-owned-public-spaces1,1
privately-funded providers of higher education (he) - national data library,https://www.data.gov.uk/dataset/064b8cff-fa4a-468f-89c6-f1cf2061a554/privately-funded-providers-of-higher-education-he,1
prk car club bays - data.gov.uk,https://www.data.gov.uk/dataset/11e9bf15-4ad4-4c99-a261-db42546e7916/prk-car-club-bays,1
probation statistics quarterly brief - data.gov.uk,https://www.data.gov.uk/dataset/732b67d7-fcfe-46a4-bfd9-f40651eb6373/probation-statistics-quarterly-brief-england-and-wales,1
probes - data.gov.uk,https://www.data.gov.uk/dataset/3ef756b7-e34a-4928-9f45-da5d12c347bc/probes5,1
proceeds of crime act orders - data.gov.uk,https://www.data.gov.uk/dataset/77d93bb8-20ff-4eef-9ec3-3543ef19f26a/proceeds-of-crime-act-orders,1
processed bathymetry data from dogger bank sci (cend 07/08) - national data library,https://www.data.gov.uk/dataset/b5b26e07-46ab-4f0b-8a5e-07b7cc3ea21c/processed-bathymetry-data-from-dogger-bank-sci-cend-07-08,1
processed bathymetry data from rona and windsock - national data library,https://www.data.gov.uk/dataset/1d20cb00-5947-46d2-af5c-d24b85e3c106/processed-bathymetry-data-from-rona-and-windsock,1
processed insar images over the volcanoes of the east african rift (nerc grant ne/l013649/1) - data.gov.uk,https://www.data.gov.uk/dataset/b2035b23-5b47-45dd-ae65-abf9155e24c8/processed-insar-images-over-the-volcanoes-of-the-east-african-rift-nerc-grant-ne-l013649-1,1
"processed multibeam bathymetry data from the northeast atlantic (jc215, 2021) - national data library",https://www.data.gov.uk/dataset/9962cf6e-8503-42f5-b7ae-0c6896220c67/processed-multibeam-bathymetry-data-from-the-northeast-atlantic-jc215-2021,1
processed sidescan sonar data from dogger bank sci (cend 07/08) - data.gov.uk,https://www.data.gov.uk/dataset/4a026387-0bd6-4500-8e92-780e2cae3388/processed-sidescan-sonar-data-from-dogger-bank-sci-cend-07-08,1
procurement card data - national data library,https://www.data.gov.uk/dataset/bf125a21-34c8-4a72-924b-460c1f3a4ea1/procurement-card-data,1
procurement card transactions - data.gov.uk,https://www.data.gov.uk/dataset/1866181e-3f51-4432-b415-542305d1ad11/procurement-card-transactions4,1
procurement card transactions - national data library,https://www.data.gov.uk/dataset/6675884c-6a49-4895-8b0f-397cb190b457/procurement-card-transactions,1
procurement card transactions - national data library,https://www.integration.data.gov.uk/dataset/6675884c-6a49-4895-8b0f-397cb190b457/procurement-card-transactions,1
procurement contracts - national data library,https://www.data.gov.uk/dataset/d8cecca4-0e9d-4f45-bc81-342c4b06b02d/procurement-contracts2,1
procurement dataset - data.gov.uk,https://www.data.gov.uk/dataset/dc9e5e17-88b7-4082-a0da-b51b7ff6ca91/procurement-dataset_1?utm_source=chatgpt.com,1
procurement dataset - data.gov.uk,https://www.data.gov.uk/dataset/f0b7cb87-dfd4-4e9a-a1fb-84e59ef6ea6e/procurement-dataset,1
procurement information - national data library,https://www.data.gov.uk/dataset/594b65cd-1a8b-4537-91a7-6dd8a824eb95/procurement-information,1
procurement opportunities - data.gov.uk,https://www.data.gov.uk/dataset/b4ba101d-ac90-4aaf-be29-4471a5f0a8de/procurement-opportunities1,1
procurement pipeline - national data library,https://www.data.gov.uk/dataset/b3f7feda-c6a6-4733-a0b6-0b8ff731377e/pipeline,1
product recalls and withdrawals - data.gov.uk,https://www.data.gov.uk/dataset/dd[date]47-40ad-a097-f0a055b07af1/product-recalls-and-withdrawals?utm_source=chatgpt.com,1
product recalls and withdrawals - national data library,https://www.data.gov.uk/dataset/dd[date]47-40ad-a097-f0a055b07af1/product-recalls-and-withdrawals?utm_source=chatgpt.com,1
products of animal origin import licences for research purposes 2013 - data.gov.uk,https://www.data.gov.uk/dataset/[date]-9485-465a-9883-4ba49a5f8b67/products-of-animal-origin-import-licences-for-research-purposes-2013,1
proficiency in english - census 2021 - data.gov.uk,https://www.data.gov.uk/dataset/b9f140cd-b740-46c3-ab70-fe659df2fae7/proficiency-in-english-census-2021,1
profitability of uk companies - data.gov.uk,https://www.data.gov.uk/dataset/03edfeb4-6e37-4afe-b082-f04f9f592c85/profitability_of_uk_companies,1
progress in international reading literacy study - national data library,https://www.data.gov.uk/dataset/c3f5ea51-6af2-45c4-913a-df986c20ac5c/progress-in-international-reading-literacy-study,1
"projected national-level climate change impacts on terrestrial mammals and birds, and projected global transboundary range shifts by 2070 - national data library",https://www.data.gov.uk/dataset/d3426a01-494e-4a78-acd6-359cd0af627d/projected-national-level-climate-change-impacts-on-terrestrial-mammals-and-birds-and-proje-2070,1
projected population of scotland - data.gov.uk,https://www.data.gov.uk/dataset/0a36be15-17b2-46b8-a015-fd83a950dcba/projected_population_of_scotland,1
prompt payment and performance data for the department for education - national data library,https://www.data.gov.uk/dataset/f8d21fdf-3ebf-4f01-a00d-6ab319fd9fa5/prompt-payment-and-performance-data-for-the-department-for-education,1
prompt payment data - data.gov.uk,https://www.data.gov.uk/dataset/02b458e1-891d-4549-83c6-5537ec89c90a/fsa-prompt-payment-data,1
prompt payment data - data.gov.uk,https://www.data.gov.uk/dataset/02b458e1-891d-4549-83c6-5537ec89c90a/fsa-prompt-payment-data?utm_source=chatgpt.com,1
prompt payment data - data.gov.uk,https://www.data.gov.uk/dataset/8ddf305a-08b7-[date]-3e8a5628497c/tfgm-prompt-payment-data,1
prompt payment data - national data library,https://www.data.gov.uk/dataset/8ddf305a-08b7-[date]-3e8a5628497c/tfgm-prompt-payment-data,1
prompt payment performance - data.gov.uk,https://www.data.gov.uk/dataset/5e342efc-b0c3-4795-b2ab-441a178c8a3e/prompt-payment-performance,1
prompt payment performance - data.gov.uk,https://www.data.gov.uk/dataset/5e342efc-b0c3-4795-b2ab-441a178c8a3e/prompt-payment-performance?utm_source=chatgpt.com,1
properties in care (wms) - data.gov.uk,https://www.data.gov.uk/dataset/328c2a9d-b020-40e3-a311-75b983b0ef3d/properties-in-care-wms,1
properties in care - national data library,https://www.data.gov.uk/dataset/a62c390e-5d90-42fb-baeb-f529a284895b/properties-in-care1,1
property - data.gov.uk,https://www.data.gov.uk/dataset/907832e7-4c63-44d8-b156-085681c111ae/property,1
property assets - national data library,https://www.data.gov.uk/dataset/fd8d1fe4-a467-4fed-bce0-3ab9a53769bc/property-assets1,1
property disposals - national data library,https://www.data.gov.uk/dataset/74cecf8f-8561-496f-980b-08bf25246dd8/property-disposals,1
property information - data.gov.uk,https://www.data.gov.uk/dataset/0c91ce18-4ce6-4f79-99a9-1648b03d7273/property-information,1
property land tbc owned - data.gov.uk,https://www.data.gov.uk/dataset/006cbcf3-92fa-4ae3-b58b-302b0ef89c88/property-land-tbc-owned,1
property ownership - data.gov.uk,https://www.data.gov.uk/dataset/25f83f5f-4a09-4739-b2c6-d3b7dc9f6292/property-ownership5,1
property ownership - data.gov.uk,https://www.data.gov.uk/dataset/25f83f5f-4a09-4739-b2c6-d3b7dc9f6292/property-ownership5?utm_source=chatgpt.com,1
property ownership - national data library,https://www.data.gov.uk/dataset/9d88b75a-756c-4fad-bf05-042d912502f0/property-ownership1,1
property prices - data.gov.uk,https://www.data.gov.uk/dataset/366784ea-57b8-48b1-8d4a-b2e1a3e0383b/property_prices,1
property subsidence assessment dataset - national data library,https://www.data.gov.uk/dataset/afb45f79-0752-4e62-8345-3c[date]11/property-subsidence-assessment-dataset?utm_source=copilot.com,1
"proportion of '5 year land supply' identified, by local planning authority - national data library",https://www.data.gov.uk/dataset/19fff223-8f2e-4900-ab14-e12640fa9ba3/proportion-of-5-year-land-supply-identified-by-local-planning-authority,1
proportion of adults with a learning disability who live in their own home or with family - data.gov.uk,https://www.data.gov.uk/dataset/e021036d-91d2-4037-94e3-f57d28da9513/kpi-ascof1g,1
proportion of children in child poverty (%) (hmrc) - data.gov.uk,https://www.data.gov.uk/dataset/95cfae61-8390-4b55-af30-a65fcd962da6/kpi-cjge13,1
proportion of older people (65 and over) who were still at home 91 days after discharge from hospital into reablement/rehabilitation services - national data library,https://www.data.gov.uk/dataset/9aa11e47-575d-4e7c-a1a4-9eb8f114e0fa/kpi-ascof2b1,1
proposals map data - national data library,https://www.data.gov.uk/dataset/b02c4750-7d74-4eb8-9967-c5e0d243c06f/proposals-map-data,1
proposed local development plan defined policy areas - data.gov.uk,https://www.data.gov.uk/dataset/999b0bfa-a202-499e-8bb9-51a8f7a50c1c/proposed-local-development-plan-defined-policy-areas,1
proposed local development plan lines - data.gov.uk,https://www.data.gov.uk/dataset/4ea1f969-dbb6-43ec-8c9a-f62178a85158/proposed-local-development-plan-lines,1
prosecution & legal service (pls) - data.gov.uk,https://www.data.gov.uk/dataset/69d97da9-e907-[date]-20ab2b6541c6/prosecution-legal-service-pls,1
prospective investigation of pesticide application health (pipah) - data.gov.uk,https://www.data.gov.uk/dataset/289f2393-f97a-46af-a60a-d7d3b67f70e4/prospective-investigation-of-pesticide-application-health-pipah,1
protected key employment sites in oxford city council administrative area - data.gov.uk,https://www.data.gov.uk/dataset/63d2d6bd-75f1-4b81-aa4c-42fa84285fc6/protected-key-employment-sites-in-oxford-city-council-administrative-area,1
protected recreational sites local plan 2007 policy sr1a - national data library,https://www.data.gov.uk/dataset/12c1dfab-58fd-4b3e-ba5c-4d3144367a4a/protected-recreational-sites-local-plan-2007-policy-sr1a,1
protected wreck sites gis data - data.gov.uk,https://www.data.gov.uk/dataset/5bdf[date]-49f7-b010-d3c378888ddf/protected-wreck-sites-gis-data?utm_source=chatgpt.com,1
protected_hedgerow - data.gov.uk,https://www.data.gov.uk/dataset/830f1399-93bd-4130-b0b0-886deca8dad7/protected-hedgerow,1
protected_lanes - national data library,https://www.data.gov.uk/dataset/46b1d965-8619-4c05-968e-670ff911539f/protected-lanes1,1
provision for children under five years of age in england - data.gov.uk,https://www.data.gov.uk/dataset/d3[date]0b-4e5d-8bf4-6b4f77c0f6c4/provision_for_children_under_five_years_of_age_in_england,1
provisional accident & emergency quality indicators for england - data.gov.uk,https://www.data.gov.uk/dataset/128db8af-2d99-42b3-bc5c-e66d55912f26/provisional_accident_emergency_quality_indicators_for_england,1
provisional agricultural income news release (northern ireland) - data.gov.uk,https://www.data.gov.uk/dataset/[date]-2c18-48a9-86a4-0ad9e3b435f3/provisional_agricultural_income_news_release_northern_ireland,1
provisional agricultural land classification (alc) - national data library,https://www.data.gov.uk/dataset/952421ec-da63-4569-817d-4d6399df40a1/provisional-agricultural-land-classification-alc2?utm_source=chatgpt.com,1
provisional port statistics - data.gov.uk,https://www.data.gov.uk/dataset/711eaae5-8a25-4f7d-9184-f3f02af32ac4/provisional_port_statistics,1
provisional uk official development assistance as a proportion of gross national income - data.gov.uk,https://www.data.gov.uk/dataset/b5ec78eb-afa6-4f96-8351-4fda5bb484c5/provisional_uk_official_development_assistance_as_a_proportion_of_gross_national_income,1
